Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad
7579,MX-2021-135363,18/02/2021,13/02/2021,Rápido,99197286,Jorge Saucedo,Cliente,Tecomán,Colima,México,Norte,MOB-SI-10003090,Mobiliario,Sillas,"Harbour Creations Taburete, Ajustable",6817.44,7
5746,MX-2021-108973,19/02/2021,18/02/2021,Urgente,73756152,Ángel Chávez,Cliente,Managua,Managua,Nicaragua,Centro,TEC-AC-10004806,Tecnología,Accesorios,"Memorex Teclado, Negro",2385,5
4104,MX-2021-133039,21/02/2021,15/02/2021,Estándar,68187140,Lidia Villaseñor,Cliente,Guantánamo,Guantánamo,Cuba,Caribe,MAT-PA-10000362,Material de oficina,Papel,"SanDisk Material de oficina, Premium",322.8,1
4383,MX-2021-103443,21/02/2021,15/02/2021,Estándar,60365031,Luján Valdés,Cliente,San Miguelito,Panamá,Panamá,Centro,TEC-TE-10001096,Tecnología,Teléfonos,"Samsung Amplificador de señal, Azul",1639.08,3
4492,US-2021-109785,22/02/2021,18/02/2021,Estándar,31738263,Odiseo Liébanas,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10001973,Material de oficina,Suministros,"Elite Tijeras, Acero",438.6,5
4407,MX-2021-139773,22/02/2021,20/02/2021,Rápido,58947338,Bautista Porras,Empresa,Ibagué,Tolima,Colombia,Sur,MAT-SU-10001828,Material de oficina,Suministros,"Stiletto Recortadora, Acero",3372,12
4406,MX-2021-139773,22/02/2021,20/02/2021,Rápido,58947338,Bautista Porras,Empresa,Ibagué,Tolima,Colombia,Sur,TEC-AC-10001628,Tecnología,Accesorios,"SanDisk Router, Económico",3418,2
728,MX-2021-129763,23/02/2021,16/02/2021,Estándar,40257230,Tamara González,Cliente,Fortaleza,Ceará,Brasil,Sur,MOB-MO-10000139,Mobiliario,Mobiliario,"Advantus Tope para puertas, Negro",3302.2,11
4315,MX-2021-105767,23/02/2021,19/02/2021,Rápido,55957532,Inés Calvillo,Cliente,Quito,Pichincha,Ecuador,Sur,MAT-AL-10003544,Material de oficina,Almacenamiento,"Rogers Casilleros, Metal",2809.2,2
6439,US-2021-169852,24/02/2021,18/02/2021,Estándar,74735247,Paz Montes,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000273,Material de oficina,Grapas,"Stockwell Pasadores, Metal",112.8,2
6158,US-2021-157511,26/02/2021,19/02/2021,Estándar,61348124,Nieves Jasón,Cliente,Córdoba,Córdoba,Argentina,Sur,MAT-SU-10003926,Material de oficina,Suministros,"Fiskars Cizallas, Rectangular",532.08,3
1586,MX-2021-143182,26/02/2021,20/02/2021,Estándar,47837722,Amadeo Rocha,Empresa,Indaiatuba,São Paulo,Brasil,Sur,MOB-SI-10000642,Mobiliario,Sillas,"Novimex Silla de playa, 2",1928.4,6
1585,MX-2021-143182,26/02/2021,20/02/2021,Estándar,47837722,Amadeo Rocha,Empresa,Indaiatuba,São Paulo,Brasil,Sur,MAT-CA-10001945,Material de oficina,Carpetas,"Acco Perforador, Transparente",394.4,2
9898,US-2021-150315,26/02/2021,20/02/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10001417,Mobiliario,Sillas,"Office Star Silla de playa, 2",923.04,3
6244,US-2021-146213,26/02/2021,21/02/2021,Estándar,50148777,Eric Ruiz,Empresa,El Progreso,Yoro,Honduras,Centro,TEC-TE-10000846,Tecnología,Teléfonos,"Cisco Base de audio, Al por mayor",2185.92,3
1121,MX-2021-165694,26/02/2021,22/02/2021,Estándar,55564362,Isabel Bermúdez,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10004258,Material de oficina,Papel,"SanDisk Resma, Premium",595.8,3
9079,MX-2021-142979,26/02/2021,22/02/2021,Estándar,96997382,Vanesa Cepeda,Empresa,Nicolás Romero,México,México,Norte,MAT-CA-10002687,Material de oficina,Carpetas,"Acco Perforador, Duradero",632.4,3
9077,MX-2021-142979,26/02/2021,22/02/2021,Estándar,96997382,Vanesa Cepeda,Empresa,Nicolás Romero,México,México,Norte,MAT-SU-10002441,Material de oficina,Suministros,"Stiletto Abrecartas, Industrial",400,2
9078,MX-2021-142979,26/02/2021,22/02/2021,Estándar,96997382,Vanesa Cepeda,Empresa,Nicolás Romero,México,México,Norte,MAT-CA-10001634,Material de oficina,Carpetas,"Avery Carpeta, Económico",344,4
4349,US-2021-146353,28/02/2021,22/02/2021,Estándar,92238430,Iván Girón,Cliente,Tijuana,Baja California,México,Norte,MOB-SI-10003415,Mobiliario,Sillas,"Hon Silla de playa, Rojo",481.6,2
9637,MX-2021-137911,28/02/2021,23/02/2021,Estándar,84295943,Santiago Núñez,Cliente,Cárdenas,Matanzas,Cuba,Caribe,TEC-AC-10002545,Tecnología,Accesorios,"Enermax Teclado, Económico",764.4,2
9638,MX-2021-137911,28/02/2021,23/02/2021,Estándar,84295943,Santiago Núñez,Cliente,Cárdenas,Matanzas,Cuba,Caribe,MOB-LI-10000231,Mobiliario,Librerías,"Ikea Librería clásica, Blanco",5523.6,2
9293,MX-2021-127656,28/02/2021,25/02/2021,Urgente,52994476,Maro Castro,Cliente,Cartagena,Bolívar,Colombia,Sur,TEC-AC-10001202,Tecnología,Accesorios,"SanDisk Memoria USB, Económico",263.6,1
9294,MX-2021-127656,28/02/2021,25/02/2021,Urgente,52994476,Maro Castro,Cliente,Cartagena,Bolívar,Colombia,Sur,TEC-CO-10003675,Tecnología,Copiadoras,"Sharp Fax inalámbrico, Digital",16559.6144,7
6453,MX-2021-117751,28/02/2021,25/02/2021,Urgente,84295943,Santiago Núñez,Cliente,Tlaquepaque,Jalisco,México,Norte,TEC-CO-10002162,Tecnología,Copiadoras,"Brother Fotocopiadora personal, Rojo",1877.4376,2
10104,US-2021-162999,2/03/2021,25/02/2021,Estándar,23636434,Tina Cardona,Cliente,São Miguel dos Campos,Alagoas,Brasil,Sur,MAT-GR-10004152,Material de oficina,Grapas,"Stockwell Grapas, Al por mayor",138.8,5
116,MX-2021-145051,2/03/2021,25/02/2021,Estándar,23636434,Tina Cardona,Cliente,Santa Cruz de Barahona,Barahona,República Dominicana,Caribe,MAT-GR-10001997,Material de oficina,Grapas,"Stockwell Grapas, Al por mayor",277.6,5
7648,MX-2021-119431,2/03/2021,28/02/2021,Urgente,95524197,Ángel Pineda,Cliente,Los Mochis,Sinaloa,México,Norte,MOB-SI-10003657,Mobiliario,Sillas,"SAFCO Mecedora, Ajustable",1465.6,2
4562,MX-2021-109757,2/03/2021,28/02/2021,Urgente,87375837,Abril Ferrer,Pequeña empresa,Apopa,San Salvador,El Salvador,Centro,MAT-EL-10000793,Material de oficina,Electrodomésticos,"Cuisinart Molinillo de café, Rojo",2059.2,8
8526,MX-2021-143882,3/03/2021,27/02/2021,Rápido,28255973,Lía Pabón,Cliente,Hermosillo,Sonora,México,Norte,MAT-SU-10001708,Material de oficina,Suministros,"Acme Recortadora, Acero",1466,5
8527,MX-2021-143882,3/03/2021,27/02/2021,Rápido,28255973,Lía Pabón,Cliente,Hermosillo,Sonora,México,Norte,MAT-SU-10001397,Material de oficina,Suministros,"Acme Cizallas, Industrial",1030.8,3
9407,MX-2021-109029,3/03/2021,27/02/2021,Estándar,38135357,Daniel Santillán,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10000747,Mobiliario,Librerías,"Safco Librería, Convencional",2979.6,3
5336,US-2021-116778,3/03/2021,1/03/2021,Rápido,69166364,Humberto Espinal,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-CO-10002358,Tecnología,Copiadoras,"Canon Fax, Color",3825.1668,3
5335,US-2021-116778,3/03/2021,1/03/2021,Rápido,69166364,Humberto Espinal,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-PA-10002469,Material de oficina,Papel,"SanDisk Resma, Reciclado",594,5
4620,MX-2021-158099,3/03/2021,2/03/2021,Urgente,44085566,Alexia Garza,Cliente,Ciudad Obregón,Sonora,México,Norte,MAT-CA-10001612,Material de oficina,Carpetas,"Wilson Jones Carpeta, Económico",173.6,2
8650,MX-2021-146955,4/03/2021,4/03/2021,Mismo día,91058523,Gracias Olivera,Empresa,Torreón,Coahuila,México,Norte,MAT-SO-10000926,Material de oficina,Sobres,"Jiffy Paquetes, Rojo",1085.6,4
6940,MX-2021-125878,5/03/2021,27/02/2021,Estándar,77745848,Álvaro Muñoz,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10003561,Mobiliario,Librerías,"Ikea Librería clásica, Metal",19189.8,7
6963,MX-2021-102120,5/03/2021,1/03/2021,Estándar,68874926,Thalía Torres,Empresa,Piedras Negras,Coahuila,México,Norte,MOB-LI-10004334,Mobiliario,Librerías,"Safco Librería clásica, Metal",7001.76,3
6962,MX-2021-102120,5/03/2021,1/03/2021,Estándar,68874926,Thalía Torres,Empresa,Piedras Negras,Coahuila,México,Norte,MAT-CA-10002468,Material de oficina,Carpetas,"Cardinal Anillas, Reciclado",152,4
3611,MX-2021-106362,5/03/2021,2/03/2021,Rápido,78758437,Antonio Rubio,Pequeña empresa,Cancún,Quintana Roo,México,Norte,MAT-ET-10001459,Material de oficina,Etiquetas,"Avery Etiquetas con códigos de color, Rojo",611.8,7
946,MX-2021-160934,6/03/2021,28/02/2021,Estándar,35656258,Irene Verdes,Empresa,Guantánamo,Guantánamo,Cuba,Caribe,TEC-CO-10001487,Tecnología,Copiadoras,"Hewlett Fotocopiadora personal, Digital",2872.4436,3
949,MX-2021-160934,6/03/2021,28/02/2021,Estándar,35656258,Irene Verdes,Empresa,Guantánamo,Guantánamo,Cuba,Caribe,MAT-ET-10004646,Material de oficina,Etiquetas,"Novimex Etiquetas extraíbles, Blanco",263.2,4
948,MX-2021-160934,6/03/2021,28/02/2021,Estándar,35656258,Irene Verdes,Empresa,Guantánamo,Guantánamo,Cuba,Caribe,MAT-SU-10004354,Material de oficina,Suministros,"Fiskars Recortadora, Rectangular",520,2
947,MX-2021-160934,6/03/2021,28/02/2021,Estándar,35656258,Irene Verdes,Empresa,Guantánamo,Guantánamo,Cuba,Caribe,MAT-AL-10000918,Material de oficina,Almacenamiento,"Eldon Carpetas, Azul",452.8,4
8167,US-2021-126669,6/03/2021,4/03/2021,Rápido,91697966,Urías Pantoja,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-SI-10001429,Mobiliario,Sillas,"Harbour Creations Mecedora, Negro",1735.92,3
7590,US-2021-106565,6/03/2021,4/03/2021,Rápido,41248978,Luís Tejada,Cliente,Rosario,Santa Fe,Argentina,Sur,MAT-SU-10001351,Material de oficina,Suministros,"Kleencut Recortadora, Acero",1469.88,9
9763,MX-2021-101910,6/03/2021,4/03/2021,Rápido,45487899,Susana Braza,Empresa,Ciudad de Panamá,Panamá,Panamá,Centro,TEC-CO-10000904,Tecnología,Copiadoras,"Sharp Fotocopiadora personal, 2",1435.2,3
7591,US-2021-106565,6/03/2021,4/03/2021,Rápido,41248978,Luís Tejada,Cliente,Rosario,Santa Fe,Argentina,Sur,MOB-MO-10003628,Mobiliario,Mobiliario,"Deflect-O Tope para puertas, Negro",1230.6,7
7592,US-2021-106565,6/03/2021,4/03/2021,Rápido,41248978,Luís Tejada,Cliente,Rosario,Santa Fe,Argentina,Sur,MOB-SI-10000556,Mobiliario,Sillas,"Hon Taburete, Rojo",2618.4,4
6490,MX-2021-100328,6/03/2021,6/03/2021,Mismo día,67835257,Cornelio Sauceda,Cliente,Milpa Alta,Distrito Federal,México,Norte,MAT-ET-10002880,Material de oficina,Etiquetas,"Harbour Creations Etiquetas de envío, Duradero",237,3
8707,MX-2021-146444,7/03/2021,3/03/2021,Estándar,84877321,Amaia Briseño,Empresa,León,Guanajuato,México,Norte,MAT-PA-10003351,Material de oficina,Papel,"Green Bar Recordadores, Premium",565,5
4511,MX-2021-146465,7/03/2021,3/03/2021,Estándar,83495281,Marcial Sandoval,Empresa,Camagüey,Camagüey,Cuba,Caribe,MAT-GR-10001666,Material de oficina,Grapas,"Stockwell Grapas, Metal",280.8,4
8706,MX-2021-146444,7/03/2021,3/03/2021,Estándar,84877321,Amaia Briseño,Empresa,León,Guanajuato,México,Norte,MAT-CA-10001863,Material de oficina,Carpetas,"Cardinal Carpeta, Reciclado",473,5
8708,MX-2021-146444,7/03/2021,3/03/2021,Estándar,84877321,Amaia Briseño,Empresa,León,Guanajuato,México,Norte,MOB-LI-10002379,Mobiliario,Librerías,"Bush Biblioteca, Convencional",3886.08,2
8710,MX-2021-146444,7/03/2021,3/03/2021,Estándar,84877321,Amaia Briseño,Empresa,León,Guanajuato,México,Norte,MAT-SO-10004758,Material de oficina,Sobres,"Ames Paquetes, Rojo",787.8,3
4510,MX-2021-146465,7/03/2021,3/03/2021,Estándar,83495281,Marcial Sandoval,Empresa,Camagüey,Camagüey,Cuba,Caribe,MOB-SI-10000042,Mobiliario,Sillas,"Office Star Mecedora, Rojo",2818.2,3
8352,MX-2021-141621,7/03/2021,3/03/2021,Estándar,31738263,Odiseo Liébanas,Cliente,Poza Rica de Hidalgo,Veracruz,México,Norte,MAT-EL-10004117,Material de oficina,Electrodomésticos,"Hamilton Beach Molinillo de café, Rojo",1990.8,7
8709,MX-2021-146444,7/03/2021,3/03/2021,Estándar,84877321,Amaia Briseño,Empresa,León,Guanajuato,México,Norte,MAT-SO-10001438,Material de oficina,Sobres,"Kraft Sobre de hebilla, 50",840,14
4176,MX-2021-122959,7/03/2021,4/03/2021,Urgente,58578250,Agustín Negrete,Pequeña empresa,Tlaquepaque,Jalisco,México,Norte,MAT-AL-10003714,Material de oficina,Almacenamiento,"Fellowes Estanterías, Metal",1138.2,3
4177,MX-2021-122959,7/03/2021,4/03/2021,Urgente,58578250,Agustín Negrete,Pequeña empresa,Tlaquepaque,Jalisco,México,Norte,MAT-AL-10001973,Material de oficina,Almacenamiento,"Fellowes Bandejas, Tamaño completo",765.6,2
7997,MX-2021-113369,7/03/2021,5/03/2021,Rápido,64554735,Nieves Robles,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-ME-10001058,Mobiliario,Mesas,"Lesro Mesa de café, Blanco",2541.9,5
7996,MX-2021-113369,7/03/2021,5/03/2021,Rápido,64554735,Nieves Robles,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-SI-10004862,Mobiliario,Sillas,"Novimex Taburete, Negro",2592.48,4
7995,MX-2021-113369,7/03/2021,5/03/2021,Rápido,64554735,Nieves Robles,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-CA-10001534,Material de oficina,Carpetas,"Wilson Jones Anillas, Económico",54.36,3
9191,US-2021-120033,7/03/2021,6/03/2021,Urgente,58228252,Núria Laureano,Empresa,San Miguelito,Panamá,Panamá,Centro,MAT-EL-10003073,Material de oficina,Electrodomésticos,"Hamilton Beach Microondas, Rojo",3390.12,3
9190,US-2021-120033,7/03/2021,6/03/2021,Urgente,58228252,Núria Laureano,Empresa,San Miguelito,Panamá,Panamá,Centro,MAT-EL-10004042,Material de oficina,Electrodomésticos,"Hamilton Beach Molinillo de café, Negro",841.8,5
9192,US-2021-120033,7/03/2021,6/03/2021,Urgente,58228252,Núria Laureano,Empresa,San Miguelito,Panamá,Panamá,Centro,MOB-MO-10004237,Mobiliario,Mobiliario,"Advantus Tope para puertas, Premium",1222.2,7
9189,US-2021-120033,7/03/2021,6/03/2021,Urgente,58228252,Núria Laureano,Empresa,San Miguelito,Panamá,Panamá,Centro,MAT-CA-10004172,Material de oficina,Carpetas,"Ibico Carpeta, Duradero",135.84,2
8900,US-2021-168984,8/03/2021,4/03/2021,Estándar,68266695,Quintín Guajardo,Cliente,Concepción de La Vega,La Vega,República Dominicana,Caribe,MAT-AL-10003376,Material de oficina,Almacenamiento,"Smead Caja, Industrial",180,3
8901,US-2021-168984,8/03/2021,4/03/2021,Estándar,68266695,Quintín Guajardo,Cliente,Concepción de La Vega,La Vega,República Dominicana,Caribe,MAT-AR-10000190,Material de oficina,Arte,"Binney & Smith Rotuladores, Azul",513.92,4
1796,MX-2021-126683,8/03/2021,4/03/2021,Estándar,35796989,Enrique Varela,Cliente,Morelia,Michoacán,México,Norte,MAT-AR-10002570,Material de oficina,Arte,"Binney & Smith Subrayadores, Metal",238,2
6414,US-2021-159303,8/03/2021,4/03/2021,Estándar,55895986,Nelson Limón,Cliente,San Cristóbal,Táchira,Venezuela,Sur,MAT-CA-10001599,Material de oficina,Carpetas,"Avery Encuadernadora, Transparente",579.6,3
9164,MX-2021-166835,8/03/2021,4/03/2021,Rápido,80256748,Sergio Porras,Empresa,Valparaíso,Valparaíso,Chile,Sur,MAT-SU-10001064,Material de oficina,Suministros,"Elite Recortadora, Rectangular",1279,5
4206,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10001876,Mobiliario,Librerías,"Dania Estante de esquina, Blanco",1495.08,3
4209,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10002784,Tecnología,Accesorios,"Enermax Tarjeta de memoria, Negro",611.2,1
4210,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10003825,Material de oficina,Grapas,"Stockwell Chinchetas, Al por mayor",210.24,3
4208,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10002795,Mobiliario,Sillas,"SAFCO Silla de playa, Negro",1253.6,5
4205,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10004561,Mobiliario,Librerías,"Sauder Estante de esquina, Convencional",1178.4,2
4207,US-2021-103926,8/03/2021,8/03/2021,Mismo día,87387952,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10001784,Mobiliario,Librerías,"Bush Librería, Negro",499.44,1
6202,MX-2021-111416,9/03/2021,5/03/2021,Estándar,80777828,Astrid Vega,Pequeña empresa,Tlaquepaque,Jalisco,México,Norte,MOB-SI-10003504,Mobiliario,Sillas,"SAFCO Silla plegable, Rojo",914.24,2
8449,MX-2021-143350,9/03/2021,7/03/2021,Rápido,44348237,Francisco Loera,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10000471,Material de oficina,Electrodomésticos,"Cuisinart Horno, Blanco",5721.92,2
8448,MX-2021-143350,9/03/2021,7/03/2021,Rápido,44348237,Francisco Loera,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002173,Material de oficina,Carpetas,"Acco Carpeta, Transparente",155.84,2
1699,US-2021-125626,10/03/2021,5/03/2021,Rápido,71255325,Cesar Sedillo,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10000374,Mobiliario,Librerías,"Ikea Librería, Metal",2603.52,4
3763,MX-2021-110492,10/03/2021,5/03/2021,Estándar,41647968,Olga Laureano,Empresa,Santiago de Cuba,Santiago de Cuba,Cuba,Caribe,MAT-CA-10000901,Material de oficina,Carpetas,"Acco Carpeta, Económico",303,3
6524,US-2021-134502,11/03/2021,5/03/2021,Estándar,38824173,Melanio Lerma,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10003624,Material de oficina,Papel,"Eaton Cuaderno, Premium",425.28,3
6525,US-2021-134502,11/03/2021,5/03/2021,Estándar,38824173,Melanio Lerma,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-ET-10003059,Material de oficina,Etiquetas,"Harbour Creations Etiquetas extraíbles, Blanco",110.4,2
6523,US-2021-134502,11/03/2021,5/03/2021,Estándar,38824173,Melanio Lerma,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10003574,Mobiliario,Librerías,"Safco Estante de esquina, Metal",2382.72,4
4045,US-2021-155425,11/03/2021,5/03/2021,Estándar,88667764,Isaac Leyva,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SU-10003821,Material de oficina,Suministros,"Acme Regla, Azul",534.72,8
3056,US-2021-112627,11/03/2021,6/03/2021,Estándar,58947338,Bautista Porras,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10003098,Material de oficina,Etiquetas,"Avery Etiquetas extraíbles, Rojo",168.96,4
5816,MX-2021-166625,11/03/2021,7/03/2021,Estándar,50847099,Josefa Bueno,Empresa,Barueri,São Paulo,Brasil,Sur,MAT-EL-10003362,Material de oficina,Electrodomésticos,"Breville Frigorífico, Rojo",6924.4,2
5815,MX-2021-166625,11/03/2021,7/03/2021,Estándar,50847099,Josefa Bueno,Empresa,Barueri,São Paulo,Brasil,Sur,MAT-SO-10000689,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, 50",318.8,1
2679,MX-2021-148544,11/03/2021,8/03/2021,Urgente,41647968,Olga Laureano,Empresa,Soyapango,San Salvador,El Salvador,Centro,MOB-MO-10004491,Mobiliario,Mobiliario,"Tenex Marco de foto, Negro",691.2,2
2678,MX-2021-148544,11/03/2021,8/03/2021,Urgente,41647968,Olga Laureano,Empresa,Soyapango,San Salvador,El Salvador,Centro,MOB-MO-10000918,Mobiliario,Mobiliario,"Eldon Reloj, Premium",735.2,2
9836,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-ET-10002044,Material de oficina,Etiquetas,"Novimex Etiquetas para carpetas de archivos, Ajustable",205,5
9835,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-SO-10003866,Material de oficina,Sobres,"GlobeWeis Sobre de hebilla, 50",264,4
9837,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-SO-10001144,Material de oficina,Sobres,"Cameo Sobre empresarial, 50",452,4
9839,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-AR-10002544,Material de oficina,Arte,"Stanley Bolígrafos, Metal",150.8,2
9838,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-ET-10002839,Material de oficina,Etiquetas,"Novimex Etiquetas para carpetas de archivos, Duradero",460.8,8
9834,MX-2021-147893,11/03/2021,10/03/2021,Urgente,55538947,Emanuel Saucedo,Pequeña empresa,Jequié,Bahía,Brasil,Sur,MAT-AR-10000777,Material de oficina,Arte,"Boston Sacapuntas, Metal",402.8,2
2346,MX-2021-138156,11/03/2021,11/03/2021,Mismo día,88035954,Adolfo Ojeda,Pequeña empresa,San Pedro de Macorís,San Pedro de Macorís,República Dominicana,Caribe,MOB-SI-10002690,Mobiliario,Sillas,"Office Star Sillón, Ajustable",5012.48,2
2347,MX-2021-138156,11/03/2021,11/03/2021,Mismo día,88035954,Adolfo Ojeda,Pequeña empresa,San Pedro de Macorís,San Pedro de Macorís,República Dominicana,Caribe,MAT-SO-10002294,Material de oficina,Sobres,"Ames Sobres de uso interno, Plateado",1267.2,5
3895,MX-2021-127467,12/03/2021,6/03/2021,Estándar,71738264,Nerea Colunga,Empresa,Managua,Managua,Nicaragua,Centro,MAT-CA-10004902,Material de oficina,Carpetas,"Avery Cubierta de carpeta, Reciclado",228.6,3
